Tweet,Location,date,hours,minuites
 شهر اللي فات قبل ما اسلم بشهرين قولت لأبويا عايز اجيب موبايل دلواقتي علشان هيغلى والاسعار هتولع قالي لما تغلى نبقى نجيبه عادي وده اللي حصل فعلا دفعت حوالي زياده الايام دي بقولو عايزين نعلي حجم باقة النت بدل ما بندفع مرتين الشهر قال لا انت اللي بيمشي وراك مبيكسبش ,"Cairo, Egypt",2022-05-20,23,00:00:00
 يعنى تكفينا مصاريف بيت شهور مالها باقة جنيه ونتفرج إحنا وفى البيت كنبة الانتريه ومعانا اكل وشرب وتسالى وبإذن الله وتوفيقه نقوم نتنطط ونظأطط بالكأس يارب فرحنا وسط هذه الحرب ,حلوان,2022-05-20,19,00:00:00
 أجمل باقة لاعز الناس ,"القاهرة, مصر",2022-05-20,16,00:00:00
 انت فاتح باقه بقي ,"القاهرة, مصر",2022-05-20,16,00:00:00
 اشحن باقة زيادة معلش بعد كده ,"القاهرة, مصر",2022-05-20,15,00:00:00
 مش هيقولك هات كعب عمل طيب اصل المشوار ده محتاجله باقة شهور ولا حاجه ,"cairo, egypt",2022-05-20,13,00:00:00
 شكرا لحسن استماعكم كسم اللي يعترض كلامي اللي انا كاتبه صفحتي الشخصية تليفوني الشخصي اللي انا جايبه بفلوسي بشحنه بكارت الكهربا اللي بدفعه بفلوسي شغلي الخاص باقة النت اللي بدفعها بفلوسي برضو دمتم حفظ الله رعايته ,cairo,2022-05-20,12,00:00:00
 باقة نت ومكالمات ,"القاهرة, مصر",2022-05-20,12,00:00:00
 اه صح والدتي كان معاها خط سنين بس اخويا اللي كان شاريه باسمه اضطريت اخدها واشتري خط ليها جديد عشان اسجل للبطاقة وطبعا كان لازم اخدها معايا عشان مقدرش اشتري خط باسمها الا وجودها والخط كان جنيه واضطريت اشتريه جنيه عشان بيحملني باقة جنيه غصبا ,"القاهرة, مصر",2022-05-20,12,00:00:00
 عارفه ليه ع الناس بقت فاضيه ايه واحد باقه نط يتفلونس عليناا ويعمل نفسه انه واو انا بتابع ناس محتواها زي السكر بس الاغلبه غطت ع الناس الغاليه دي بمواصيع تافهه وهه وضحك ,"Cairo, Egypt",2022-05-20,9,00:00:00
 ده مش خاصه بينا ده خاصه بالهاتف نفسه ممكن تعملي جوجل لمعرفة الخطوات لهاتفك الخصم بيكون بناءا استهلاك الانترنت بالفعل عايزه تلغي الانترنت عموما الشريحه اطلبي ,"Cairo, Egypt",2022-05-28,13,00:00:00
 هي الشريحة كانت رجله مضايقاه شالها فاتمنى يعني ,"Cairo, Egypt",2022-05-27,22,00:00:00
 المشكلة ان غالبا ده الوسيلة المقبولة اجتماعيا الشريحة الاكبر الناس ده اكيد سبب حالات طلاق كتير ناس بتتجوز شخص ماتعرفش غير المعلومات اللى الفيش بتاعه ,"Cairo, Egypt",2022-05-25,23,00:00:00
 جه يجرب الشريحة ع القرد طلع بجدري ,"Cairo, Egypt",2022-05-24,16,00:00:00
 انتي عارفه بجد انا اغلبيه الوقت سواء الشغل أي مكان بحب اكون لوحدي قليل جدا جدا جدا جدا جدا اتكلم حد بجد ياعشق لأني مش قادر اتأقلم ناس طبعا ناس متلنا عقولهم متلنا الشريحه الكبيره اللي باقول دوول ممنوع التقرب لأنهم وباء فعلا ,"القاهرة, مصر",2022-05-23,11,00:00:00
 الشريحه اللى معاك ولا وممكن ارسال الرقم وبيانات مالك الخط ال الاسم بالكامل رقم البطاقه العنوان عشان نقدر نساعدك بشكل افضل ,"Cairo, Egypt",2022-05-22,9,00:00:00
 ممكن تغيير بيانات الخط اقرب فرع يكون متواجد حاجات الاقل الشريحه الحالية اللي حضرتك اخر عملية شحن تمت الخط قيمتها خطة الاسعار الحالية ,"Cairo, Egypt",2022-05-22,6,00:00:00
 السلام ورحمة الله وبركاته انا سافرت مصر وشريحتي ضاعت وتوكلنا عندي أغلق ومحتاج افتحه ولاكن بسبب عدم وجود الشريحه فرمز التحقق غير متوفر معي هل يوجد طريقه لفتح توكلنا ,"Cairo, Egypt",2022-05-21,14,00:00:00
 الشريحه متوقفه واريد تفعيلها مصالحنا متعطله ولا يوجد خدمه الخدمه سيئه جدا الرجاء سرعه الرد ,"Cairo, Egypt",2022-05-21,10,00:00:00
 عندك خاصية بالجوال حقك القائمة البيضاء فعلها مايقبل اتصال ومايحكي معك سوى الاسم المسجل الشريحة فقط ,"القاهرة, مصر",2022-05-21,1,00:00:00
 اتم الاستعداد لادارة الدوله لما رجال داخل مؤسسات الدوله الان المؤسسه العسكريه ويملك المال والرجال وحب الشريحه العريضه الشعب المصرى وهذا ما سيحدث الايام القادمه ملحوظه سنحاسب السيسى يوما ما سيتم محاسبته ساعدوا السيسى خيانة الوطن وكل السبل لذلك متاحه ,"القاهرة, مصر",2022-05-20,11,00:00:00
